,Unnamed: 0,Unnamed: 0.1,location,timestamp,tweet,tiny_tweet,tokens,stems
55551,55551,55551,"[,]",2020-05-10 17:11:52+00:00,"La verdad qué no se , qué ven de gracioso las personas qué sube foto rompiendo la cuarentena.",verdad gracioso personas sube foto rompiendo cuarentena,"['verdad', 'gracioso', 'personas', 'sube', 'foto', 'rompiendo', 'cuarentena']","['verd', 'gracios', 'person', 'sub', 'fot', 'romp', 'cuarenten']"
55573,55573,55573,"[,]",2020-05-10 17:12:46+00:00,jajaja en la cuarentena Bad Bunny largó dos álbumes y yo no pude leer 50 páginas en pdf,jajaja cuarentena Bunny larg lbumes pude leer ginas,"['jajaja', 'cuarentena', 'bunny', 'larg', 'lbumes', 'pude', 'leer', 'ginas']","['jajaj', 'cuarenten', 'bunny', 'larg', 'lbum', 'pud', 'leer', 'gin']"
55593,55593,55593,"[,]",2020-05-10 17:13:33+00:00,Día 49284 de cuarentena: me bajoneé porque me ganaron en el ludo.,cuarentena bajone porque ganaron ludo,"['cuarentena', 'bajone', 'porque', 'ganaron', 'ludo']","['cuarenten', 'bajon', 'porqu', 'gan', 'lud']"
55637,55637,55637,"[,]",2020-05-10 17:15:43+00:00,"El día se presta para estar tomando mates en la Costanera o en la playa pero no, respeto la cuarentena y me voy a dormir la siesta mejor",presta para estar tomando mates Costanera playa pero respeto cuarentena dormir siesta mejor,"['presta', 'para', 'estar', 'tomando', 'mates', 'costanera', 'playa', 'pero', 'respeto', 'cuarentena', 'dormir', 'siesta', 'mejor']","['prest', 'par', 'estar', 'tom', 'mat', 'costaner', 'play', 'per', 'respet', 'cuarenten', 'dorm', 'siest', 'mejor']"
55673,55673,55673,"[,]",2020-05-10 17:17:12+00:00,@emiranieri @MarcosGale_ Y el beso es después de la cuarentena?,beso despu cuarentena,"['beso', 'despu', 'cuarentena']","['bes', 'despu', 'cuarenten']"
55686,55686,55686,"[,]",2020-05-10 17:17:41+00:00,Holi los estoy viendo amo a los Alonsitos  hermoso acá solita en casa en cuarentena besotesss#LaPeñaEnCasa,Holi estoy viendo Alonsitos hermoso solita casa cuarentena besotesss#LaPe aEnCasa,"['holi', 'estoy', 'viendo', 'alonsitos', 'hermoso', 'solita', 'casa', 'cuarentena', 'besotesss#lape', 'aencasa']","['holi', 'estoy', 'viend', 'alonsit', 'hermos', 'solit', 'cas', 'cuarenten', 'besotesss#lap', 'aencas']"
55699,55699,55699,"[,]",2020-05-10 17:18:25+00:00,Hoy seria un dia ideal para andar en moto .. 😉 pero estamos en cuarentena 🙄,seria ideal para andar moto pero estamos cuarentena,"['seria', 'ideal', 'para', 'andar', 'moto', 'pero', 'estamos', 'cuarentena']","['seri', 'ideal', 'par', 'andar', 'mot', 'per', 'estam', 'cuarenten']"
55786,55786,55786,"[,]",2020-05-10 17:21:52+00:00,"Che, levantaron la cuarentena?",levantaron cuarentena,"['levantaron', 'cuarentena']","['levant', 'cuarenten']"
55808,55808,55808,"[,]",2020-05-10 17:22:33+00:00,"El vecino esta haciendo tremendo asado, creo que voy a romper la cuarentena para comer un pedazo de vacio🤤",vecino esta haciendo tremendo asado creo romper cuarentena para comer pedazo vacio,"['vecino', 'esta', 'haciendo', 'tremendo', 'asado', 'creo', 'romper', 'cuarentena', 'para', 'comer', 'pedazo', 'vacio']","['vecin', 'esta', 'hac', 'tremend', 'asad', 'cre', 'romp', 'cuarenten', 'par', 'com', 'pedaz', 'vaci']"
55828,55828,55828,"[,]",2020-05-10 17:23:15+00:00,Venía dentro de todo bien en la cuarentena pero hoy las ganas de estar tirada al sol en un lugar lindo me sobrepasan,dentro todo bien cuarentena pero ganas estar tirada lugar lindo sobrepasan,"['dentro', 'todo', 'bien', 'cuarentena', 'pero', 'ganas', 'estar', 'tirada', 'lugar', 'lindo', 'sobrepasan']","['dentr', 'tod', 'bien', 'cuarenten', 'per', 'gan', 'estar', 'tir', 'lug', 'lind', 'sobrepas']"
55847,55847,55847,"[,]",2020-05-10 17:24:00+00:00,La cuarentena continúa #YoMeQuedoEnCasa,cuarentena contin #YoMeQuedoEnCasa,"['cuarentena', 'contin', '#yomequedoencasa']","['cuarenten', 'contin', '#yomequedoencas']"
55924,55924,55924,"[,]",2020-05-10 17:27:49+00:00,Soy Tauro así que no puedo festejar el cumple (puta cuarentena) JAJAJA,Tauro puedo festejar cumple puta cuarentena JAJAJA,"['tauro', 'puedo', 'festejar', 'cumple', 'puta', 'cuarentena', 'jajaja']","['taur', 'pued', 'festej', 'cumpl', 'put', 'cuarenten', 'jajaj']"
56094,56094,56094,"[,]",2020-05-10 17:36:35+00:00,Con este día no podemos estar en cuarentena 😢,este podemos estar cuarentena,"['este', 'podemos', 'estar', 'cuarentena']","['este', 'pod', 'estar', 'cuarenten']"
56129,56129,56129,"[,]",2020-05-10 17:37:44+00:00,Varela única ciudad en la que nunca se cumplió la cuarentena jajaja Que desastre somos igual aguante Varela 🙌🏽🔥,Varela nica ciudad nunca cumpli cuarentena jajaja desastre somos igual aguante Varela,"['varela', 'nica', 'ciudad', 'nunca', 'cumpli', 'cuarentena', 'jajaja', 'desastre', 'somos', 'igual', 'aguante', 'varela']","['varel', 'nic', 'ciud', 'nunc', 'cumpli', 'cuarenten', 'jajaj', 'desastr', 'som', 'igual', 'aguant', 'varel']"
56155,56155,56155,"[,]",2020-05-10 17:38:34+00:00,"@ahuertasmejias Ok...por Uruguay no hemos tenido cuarentena obligatoria, a los que nos gusta el MTB se nos permite seguir disfrutando. 🇺🇾🇪🇸",Uruguay hemos tenido cuarentena obligatoria gusta permite seguir disfrutando,"['uruguay', 'hemos', 'tenido', 'cuarentena', 'obligatoria', 'gusta', 'permite', 'seguir', 'disfrutando']","['uruguay', 'hem', 'ten', 'cuarenten', 'obligatori', 'gust', 'permit', 'segu', 'disfrut']"
56219,56219,56219,"[,]",2020-05-10 17:41:03+00:00,Pero después viene un virus y no queda nadie para ir a buscar el mueble.,Pero despu viene virus queda nadie para buscar mueble,"['pero', 'despu', 'viene', 'virus', 'queda', 'nadie', 'para', 'buscar', 'mueble']","['per', 'despu', 'vien', 'virus', 'qued', 'nadi', 'par', 'busc', 'muebl']"
56276,56276,56276,"[,]",2020-05-10 17:43:38+00:00,"La bata es el mejor outfit de la cuarentena, no hay discusión",bata mejor outfit cuarentena discusi,"['bata', 'mejor', 'outfit', 'cuarentena', 'discusi']","['bat', 'mejor', 'outfit', 'cuarenten', 'discusi']"
56323,56323,56323,"[,]",2020-05-10 17:45:32+00:00,Bad bunny sacó mas temas en cuarentena que en todo 1 año,bunny temas cuarentena todo,"['bunny', 'temas', 'cuarentena', 'todo']","['bunny', 'tem', 'cuarenten', 'tod']"
56401,56401,56401,"[,]",2020-05-10 17:49:00+00:00,el comunismo es el virus en tendencias   😉,comunismo virus tendencias,"['comunismo', 'virus', 'tendencias']","['comun', 'virus', 'tendenci']"
56412,56412,56412,"[,]",2020-05-10 17:49:27+00:00,@pajerin25 Uff qué espesa. Esa cuarentena sí se puede ver!!,espesa cuarentena puede,"['espesa', 'cuarentena', 'puede']","['espes', 'cuarenten', 'pued']"
56472,56472,56472,"[,]",2020-05-10 17:51:54+00:00,Día mil de cuarentena y sigo con ganas de asado y fernet,cuarentena sigo ganas asado fernet,"['cuarentena', 'sigo', 'ganas', 'asado', 'fernet']","['cuarenten', 'sig', 'gan', 'asad', 'fernet']"
56841,56841,56841,"[,]",2020-05-10 18:11:37+00:00,la vengo pasando bastante bien estos findes de cuarentena,vengo pasando bastante bien estos findes cuarentena,"['vengo', 'pasando', 'bastante', 'bien', 'estos', 'findes', 'cuarentena']","['veng', 'pas', 'bastant', 'bien', 'estos', 'find', 'cuarenten']"
56898,56898,56898,"[,]",2020-05-10 18:14:23+00:00,"@clauluniale Yo tengo la casa destruida, empezaron y dejaron x cuarentena, no se cuándo liberarán este rubro😡😠",tengo casa destruida empezaron dejaron cuarentena liberar este rubro,"['tengo', 'casa', 'destruida', 'empezaron', 'dejaron', 'cuarentena', 'liberar', 'este', 'rubro']","['teng', 'cas', 'destru', 'empez', 'dej', 'cuarenten', 'liber', 'este', 'rubr']"
56917,56917,56917,"[,]",2020-05-10 18:15:09+00:00,Cuando termina el virus este no aguanto más estar encerrado y viciar con la play toda la noche 😞,Cuando termina virus este aguanto estar encerrado viciar play toda noche,"['cuando', 'termina', 'virus', 'este', 'aguanto', 'estar', 'encerrado', 'viciar', 'play', 'toda', 'noche']","['cuand', 'termin', 'virus', 'este', 'aguant', 'estar', 'encerr', 'vici', 'play', 'tod', 'noch']"
56951,56951,56951,"[,]",2020-05-10 18:16:38+00:00,@pviloutaoficial Y la cuarentena hay gente q se le murió un familiar y no pudo despedirlo no se entiende nada en este país sin remedio,cuarentena gente muri familiar pudo despedirlo entiende nada este remedio,"['cuarentena', 'gente', 'muri', 'familiar', 'pudo', 'despedirlo', 'entiende', 'nada', 'este', 'remedio']","['cuarenten', 'gent', 'muri', 'famili', 'pud', 'desped', 'entiend', 'nad', 'este', 'remedi']"
56990,56990,56990,"[,]",2020-05-10 18:18:25+00:00,@Mauro_lpv Me refiero a las tarjetas de crédito. Marzo desde el 20 estuvo la cuarentena obligatoria,refiero tarjetas dito Marzo desde estuvo cuarentena obligatoria,"['refiero', 'tarjetas', 'dito', 'marzo', 'desde', 'estuvo', 'cuarentena', 'obligatoria']","['refier', 'tarjet', 'dit', 'marz', 'desd', 'estuv', 'cuarenten', 'obligatori']"
57032,57032,57032,"[,]",2020-05-10 18:20:16+00:00,"@scr_78 La cuarentena te está , enajenado Silvia 😂😂",cuarentena enajenado Silvia,"['cuarentena', 'enajenado', 'silvia']","['cuarenten', 'enajen', 'silvi']"
57075,57075,57075,"[,]",2020-05-10 18:22:27+00:00,soy géminis así que no puedo creer lo de la cuarentena  jajajajajaj la verdad que si😭😭,minis puedo creer cuarentena jajajajajaj verdad,"['minis', 'puedo', 'creer', 'cuarentena', 'jajajajajaj', 'verdad']","['minis', 'pued', 'cre', 'cuarenten', 'jajajajajaj', 'verd']"
57079,57079,57079,"[,]",2020-05-10 18:22:37+00:00,@alviluma @carina89670064 @NamkuRelmu El virus le tiene miedo a la ex de Capitanich,virus tiene miedo Capitanich,"['virus', 'tiene', 'miedo', 'capitanich']","['virus', 'tien', 'mied', 'capitanich']"
57089,57089,57089,"[,]",2020-05-10 18:23:01+00:00,"@mirthalegrand no quiero que  siga la cuarentena, pero me  gustaría que siga Juanita!!!!!",quiero siga cuarentena pero gustar siga Juanita,"['quiero', 'siga', 'cuarentena', 'pero', 'gustar', 'siga', 'juanita']","['quier', 'sig', 'cuarenten', 'per', 'gust', 'sig', 'juanit']"
57098,57098,57098,"[,]",2020-05-10 18:23:23+00:00,"Q bronca q ni mi familia respeta la cuarentena, altos pelotudos",bronca familia respeta cuarentena altos pelotudos,"['bronca', 'familia', 'respeta', 'cuarentena', 'altos', 'pelotudos']","['bronc', 'famili', 'respet', 'cuarenten', 'altos', 'pelotud']"
57114,57114,57114,"[,]",2020-05-10 18:24:01+00:00,¿Seguiríamos hablando de los rugby si no hubiera pasado lo del corona? Que duda eh 🤔,Seguir amos hablando rugby hubiera pasado corona duda,"['seguir', 'amos', 'hablando', 'rugby', 'hubiera', 'pasado', 'corona', 'duda']","['segu', 'amos', 'habl', 'rugby', 'hub', 'pas', 'coron', 'dud']"
57141,57141,57141,"[,]",2020-05-10 18:25:32+00:00,"@javiertuduri13 @exitorama En 60 días de cuarentena,  es muy buen promedio #Covid_19 #QuedateEnCasa #Florida #LoUrgenteEsLaGente",cuarentena buen promedio #Covid #QuedateEnCasa #Florida #LoUrgenteEsLaGente,"['cuarentena', 'buen', 'promedio', '#covid', '#quedateencasa', '#florida', '#lourgenteeslagente']","['cuarenten', 'buen', 'promedi', '#cov', '#quedateencas', '#flor', '#lourgenteeslagent']"
57238,57238,57238,"[,]",2020-05-10 18:29:31+00:00,"Cuando todo terminé sabes que me debes un pol vo, un pol... Cuando la Cuarentena termine sabes que me debes un pol vo... 🎵 Es la canción 🤣",Cuando todo termin sabes debes Cuando Cuarentena termine sabes debes canci,"['cuando', 'todo', 'termin', 'sabes', 'debes', 'cuando', 'cuarentena', 'termine', 'sabes', 'debes', 'canci']","['cuand', 'tod', 'termin', 'sab', 'deb', 'cuand', 'cuarenten', 'termin', 'sab', 'deb', 'canci']"
57241,57241,57241,"[,]",2020-05-10 18:29:40+00:00,Cuarentena día 1000: me ofrecí para tirar la basura y hasta sentí adrenalina de salir,Cuarentena ofrec para tirar basura hasta sent adrenalina salir,"['cuarentena', 'ofrec', 'para', 'tirar', 'basura', 'hasta', 'sent', 'adrenalina', 'salir']","['cuarenten', 'ofrec', 'par', 'tir', 'basur', 'hast', 'sent', 'adrenalin', 'sal']"
57421,57421,57421,"[,]",2020-05-10 18:38:00+00:00,@Canillitadeba @aliciasdeg Y....ahora con esto del virus se va a atrazar,ahora esto virus atrazar,"['ahora', 'esto', 'virus', 'atrazar']","['ahor', 'esto', 'virus', 'atraz']"
57427,57427,57427,"[,]",2020-05-10 18:38:40+00:00,@MarcosGale_ @benbenuto_pablo @emiranieri Hicieron llorar a un nene. Merecen 2 años de cuarentena!,Hicieron llorar nene Merecen cuarentena,"['hicieron', 'llorar', 'nene', 'merecen', 'cuarentena']","['hic', 'llor', 'nen', 'merec', 'cuarenten']"
57447,57447,57447,"[,]",2020-05-10 18:39:38+00:00,Cansada de esta rutina de cuarentena 🙃,Cansada esta rutina cuarentena,"['cansada', 'esta', 'rutina', 'cuarentena']","['cans', 'esta', 'rutin', 'cuarenten']"
57455,57455,57455,"[,]",2020-05-10 18:40:03+00:00,Sin el Roleplay de @auronplay para esta cuarentena ya me estaría comprando una cuerda. 🤣,Roleplay para esta cuarentena estar comprando cuerda,"['roleplay', 'para', 'esta', 'cuarentena', 'estar', 'comprando', 'cuerda']","['roleplay', 'par', 'esta', 'cuarenten', 'estar', 'compr', 'cuerd']"
57482,57482,57482,"[,]",2020-05-10 18:41:43+00:00,@mabaires Que logran l@s habitantes de CABA con esta medida ? Al virus lo frena una marca de pintura ?,logran habitantes CABA esta medida virus frena marca pintura,"['logran', 'habitantes', 'caba', 'esta', 'medida', 'virus', 'frena', 'marca', 'pintura']","['logr', 'habit', 'cab', 'esta', 'med', 'virus', 'fren', 'marc', 'pintur']"
57541,57541,57541,"[,]",2020-05-10 18:44:46+00:00,@SiSiClaroSi @PibeMollejas Siii. Doy gracias por ese lugar y ese pastito . Que nos salvado en esta cuarentena,Siii gracias lugar pastito salvado esta cuarentena,"['siii', 'gracias', 'lugar', 'pastito', 'salvado', 'esta', 'cuarentena']","['siii', 'graci', 'lug', 'pastit', 'salv', 'esta', 'cuarenten']"
57668,57668,57668,"[,]",2020-05-10 18:50:43+00:00,"@Greta_Romario Que sigan odiando y se cocinen en su propio caldo ,me puede matar el virus pero los clarinetes no podrán conmigo jamás",sigan odiando cocinen propio caldo puede matar virus pero clarinetes podr conmigo,"['sigan', 'odiando', 'cocinen', 'propio', 'caldo', 'puede', 'matar', 'virus', 'pero', 'clarinetes', 'podr', 'conmigo']","['sig', 'odi', 'cocin', 'propi', 'cald', 'pued', 'mat', 'virus', 'per', 'clarinet', 'podr', 'conmig']"
57714,57714,57714,"[,]",2020-05-10 18:52:46+00:00,@adrymanero Ya hice la denuncia .Pero hoy con la cuarentena todo demora y mi madre necesita el dinero para vivir.,hice denuncia Pero cuarentena todo demora madre necesita dinero para vivir,"['hice', 'denuncia', 'pero', 'cuarentena', 'todo', 'demora', 'madre', 'necesita', 'dinero', 'para', 'vivir']","['hic', 'denunci', 'per', 'cuarenten', 'tod', 'demor', 'madr', 'necesit', 'diner', 'par', 'viv']"
57715,57715,57715,"[,]",2020-05-10 18:52:47+00:00,El cachafaz de chocolate blanco que estoy morfando es el orgasmo de esta cuarentena.,cachafaz chocolate blanco estoy morfando orgasmo esta cuarentena,"['cachafaz', 'chocolate', 'blanco', 'estoy', 'morfando', 'orgasmo', 'esta', 'cuarentena']","['cachafaz', 'chocolat', 'blanc', 'estoy', 'morf', 'orgasm', 'esta', 'cuarenten']"
57750,57750,57750,"[,]",2020-05-10 19:00:13+00:00,No veo la hora de que termine la cuarentena y juntarme en la plaza con los pibes/as,hora termine cuarentena juntarme plaza pibes,"['hora', 'termine', 'cuarentena', 'juntarme', 'plaza', 'pibes']","['hor', 'termin', 'cuarenten', 'junt', 'plaz', 'pib']"
57767,57767,57767,"[,]",2020-05-10 19:00:54+00:00,"Tengo sospechas de que mi hermana va a romper la cuarentena, está meta golpear la maquinita de afeitar contra la pileta 🤔",Tengo sospechas hermana romper cuarentena meta golpear maquinita afeitar contra pileta,"['tengo', 'sospechas', 'hermana', 'romper', 'cuarentena', 'meta', 'golpear', 'maquinita', 'afeitar', 'contra', 'pileta']","['teng', 'sospech', 'herman', 'romp', 'cuarenten', 'met', 'golp', 'maquinit', 'afeit', 'contr', 'pilet']"
57797,57797,57797,"[,]",2020-05-10 19:02:31+00:00,Si esta cuarentena dura para siempre se convierte en cuareterna?,esta cuarentena dura para siempre convierte cuareterna,"['esta', 'cuarentena', 'dura', 'para', 'siempre', 'convierte', 'cuareterna']","['esta', 'cuarenten', 'dur', 'par', 'siempr', 'conviert', 'cuaretern']"
57890,57890,57890,"[,]",2020-05-10 19:07:30+00:00,desde que estoy en cuarentena a mi cuerpo le falta vitamina d,desde estoy cuarentena cuerpo falta vitamina,"['desde', 'estoy', 'cuarentena', 'cuerpo', 'falta', 'vitamina']","['desd', 'estoy', 'cuarenten', 'cuerp', 'falt', 'vitamin']"
57921,57921,57921,"[,]",2020-05-10 19:09:07+00:00,A veces no sienten que son los únicos boludos que hacen la cuarentena desde hace dos meses?,veces sienten nicos boludos hacen cuarentena desde hace meses,"['veces', 'sienten', 'nicos', 'boludos', 'hacen', 'cuarentena', 'desde', 'hace', 'meses']","['vec', 'sient', 'nic', 'bolud', 'hac', 'cuarenten', 'desd', 'hac', 'mes']"
57943,57943,57943,"[,]",2020-05-10 19:10:00+00:00,Será con una siesta ya que rambla no se puede por la cuarentena 😛,siesta rambla puede cuarentena,"['siesta', 'rambla', 'puede', 'cuarentena']","['siest', 'rambl', 'pued', 'cuarenten']"
57946,57946,57946,"[,]",2020-05-10 19:10:15+00:00,"Es un hecho, la cuarentena es mejor cuando estás enamorado/a",hecho cuarentena mejor cuando enamorado,"['hecho', 'cuarentena', 'mejor', 'cuando', 'enamorado']","['hech', 'cuarenten', 'mejor', 'cuand', 'enamor']"
57947,57947,57947,"[,]",2020-05-10 19:10:16+00:00,"Dónde están los que se reían de que se llama ""cuarentena"" y duraba 15 dias?",llama cuarentena duraba dias,"['llama', 'cuarentena', 'duraba', 'dias']","['llam', 'cuarenten', 'dur', 'dias']"
58072,58072,58072,"[,]",2020-05-10 19:16:03+00:00,Que desperdicio de domingo la puta madre. Harto de la cuarentena,desperdicio domingo puta madre Harto cuarentena,"['desperdicio', 'domingo', 'puta', 'madre', 'harto', 'cuarentena']","['desperdici', 'doming', 'put', 'madr', 'hart', 'cuarenten']"
58122,58122,58122,"[,]",2020-05-10 19:18:12+00:00,@oficialHASSAM Fue test positivo e hizo la cuarentena en casa con síntomas leves.,test positivo hizo cuarentena casa ntomas leves,"['test', 'positivo', 'hizo', 'cuarentena', 'casa', 'ntomas', 'leves']","['test', 'posit', 'hiz', 'cuarenten', 'cas', 'ntom', 'lev']"
58214,58214,58214,"[,]",2020-05-10 19:22:21+00:00,Está cuarentena va a terminar con mi familia divorciada  Yo me quedo con los perros 🖤,cuarentena terminar familia divorciada quedo perros,"['cuarentena', 'terminar', 'familia', 'divorciada', 'quedo', 'perros']","['cuarenten', 'termin', 'famili', 'divorci', 'qued', 'perr']"
58222,58222,58222,"[,]",2020-05-10 19:22:41+00:00,@grammrosea ☹️💔 cuarentena de mierda,cuarentena mierda,"['cuarentena', 'mierda']","['cuarenten', 'mierd']"
58238,58238,58238,"[,]",2020-05-10 19:23:22+00:00,Tal cual. Esta cuarentena es demencial,cual Esta cuarentena demencial,"['cual', 'esta', 'cuarentena', 'demencial']","['cual', 'esta', 'cuarenten', 'demencial']"
58276,58276,58276,"[,]",2020-05-10 19:25:42+00:00,"@LPalmaCane Eso sí, cuarentena a rajatabla...",cuarentena rajatabla,"['cuarentena', 'rajatabla']","['cuarenten', 'rajatabl']"
58334,58334,58334,"[,]",2020-05-10 19:28:36+00:00,Que es lo mas urgente que debe abrir en esta cuarentena,urgente debe abrir esta cuarentena,"['urgente', 'debe', 'abrir', 'esta', 'cuarentena']","['urgent', 'deb', 'abrir', 'esta', 'cuarenten']"
58470,58470,58470,"[,]",2020-05-10 19:36:47+00:00,"Un domingo casi normal en Palermo, la gente paseando, charlando, movimiento de autos/motos. Ya no existe la cuarentena.",domingo casi normal Palermo gente paseando charlando movimiento autos motos existe cuarentena,"['domingo', 'casi', 'normal', 'palermo', 'gente', 'paseando', 'charlando', 'movimiento', 'autos', 'motos', 'existe', 'cuarentena']","['doming', 'casi', 'normal', 'palerm', 'gent', 'pas', 'charl', 'movimient', 'aut', 'mot', 'exist', 'cuarenten']"
58492,58492,58492,"[,]",2020-05-10 19:37:44+00:00,@pviloutaoficial @LANACION nosotros encerrados ellos porblas calles es la cuarentena peronista yo si vos no jodete,nosotros encerrados ellos porblas calles cuarentena peronista jodete,"['nosotros', 'encerrados', 'ellos', 'porblas', 'calles', 'cuarentena', 'peronista', 'jodete']","['nosotr', 'encerr', 'ellos', 'porbl', 'call', 'cuarenten', 'peron', 'jodet']"
58495,58495,58495,"[,]",2020-05-10 19:37:54+00:00,"Cuarentena en Brasil  ,!",Cuarentena Brasil,"['cuarentena', 'brasil']","['cuarenten', 'brasil']"
58503,58503,58503,"[,]",2020-05-10 19:38:27+00:00,"@lean_rm Hoy en principio, nada. Pero hay que ver qué dice la resolución y qué sucede en el caso que te toque cuarentena.",principio nada Pero dice resoluci sucede caso toque cuarentena,"['principio', 'nada', 'pero', 'dice', 'resoluci', 'sucede', 'caso', 'toque', 'cuarentena']","['principi', 'nad', 'per', 'dic', 'resoluci', 'suced', 'cas', 'toqu', 'cuarenten']"
58540,58540,58540,"[,]",2020-05-10 19:41:08+00:00,"@AstronomiaRivas @FJCorregidor @kokehtz @CielosBoreales En Cuarentena? 😂 Era más fácil por acá, por Twitter.",Cuarentena Twitter,"['cuarentena', 'twitter']","['cuarenten', 'twitt']"
58561,58561,58561,"[,]",2020-05-10 19:42:16+00:00,@lawwarriors @cointreau65 Algún otro servicio más adecuado a la cuarentena? Por DM,otro servicio adecuado cuarentena,"['otro', 'servicio', 'adecuado', 'cuarentena']","['otro', 'servici', 'adecu', 'cuarenten']"
58602,58602,58602,"[,]",2020-05-10 19:44:35+00:00,ya fue rompamos la cuarentena y lo recontra cagamos a tiros,rompamos cuarentena recontra cagamos tiros,"['rompamos', 'cuarentena', 'recontra', 'cagamos', 'tiros']","['romp', 'cuarenten', 'recontr', 'cag', 'tir']"
58652,58652,58652,"[,]",2020-05-10 19:46:41+00:00,El virus no se muere por decreto.  Seamos conscientes.,virus muere decreto Seamos conscientes,"['virus', 'muere', 'decreto', 'seamos', 'conscientes']","['virus', 'muer', 'decret', 'seam', 'conscient']"
58839,58839,58839,"[,]",2020-05-10 19:57:08+00:00,"Cualquier cosa hice en cuarentena, pero por lo menos no pinté la pared con triangulitos",Cualquier cosa hice cuarentena pero menos pint pared triangulitos,"['cualquier', 'cosa', 'hice', 'cuarentena', 'pero', 'menos', 'pint', 'pared', 'triangulitos']","['cualqui', 'cos', 'hic', 'cuarenten', 'per', 'men', 'pint', 'par', 'triangulit']"
58874,58874,58874,"[,]",2020-05-10 19:58:40+00:00,@cuervotinelli @alferdez Pero anda a hacer la cuarentena falso del orto hdrmp,Pero anda hacer cuarentena falso orto hdrmp,"['pero', 'anda', 'hacer', 'cuarentena', 'falso', 'orto', 'hdrmp']","['per', 'anda', 'hac', 'cuarenten', 'fals', 'orto', 'hdrmp']"
59005,59005,59005,"[,]",2020-05-10 20:04:01+00:00,"Feliz día de las madres ganas que tengo de salir, maldita cuarentena coño e tu madre.",Feliz madres ganas tengo salir maldita cuarentena madre,"['feliz', 'madres', 'ganas', 'tengo', 'salir', 'maldita', 'cuarentena', 'madre']","['feliz', 'madr', 'gan', 'teng', 'sal', 'maldit', 'cuarenten', 'madr']"
59244,59244,59244,"[,]",2020-05-10 20:16:39+00:00,Uno ya no sabe como pasar la cuarentena...,sabe como pasar cuarentena,"['sabe', 'como', 'pasar', 'cuarentena']","['sab', 'com', 'pas', 'cuarenten']"
59258,59258,59258,"[,]",2020-05-10 20:17:31+00:00,"@cristinamab55 Y si ...ya no da rulitos !!! Cómo "" llevas"" la cuarentena ??",rulitos llevas cuarentena,"['rulitos', 'llevas', 'cuarentena']","['rulit', 'llev', 'cuarenten']"
59340,59340,59340,"[,]",2020-05-10 20:21:47+00:00,@candillmann Ahora quisiera que la cuarentena siga hasta el 2021 para que se le cague el año a ella también 😂,Ahora quisiera cuarentena siga hasta para cague ella tambi,"['ahora', 'quisiera', 'cuarentena', 'siga', 'hasta', 'para', 'cague', 'ella', 'tambi']","['ahor', 'quis', 'cuarenten', 'sig', 'hast', 'par', 'cag', 'ella', 'tambi']"
59372,59372,59372,"[,]",2020-05-10 20:23:07+00:00,"Todo es una mierda desde que estoy en cuarentena no aguanto más, todo es una mierda desde que estoy en cuarentena no aguanto más",Todo mierda desde estoy cuarentena aguanto todo mierda desde estoy cuarentena aguanto,"['todo', 'mierda', 'desde', 'estoy', 'cuarentena', 'aguanto', 'todo', 'mierda', 'desde', 'estoy', 'cuarentena', 'aguanto']","['tod', 'mierd', 'desd', 'estoy', 'cuarenten', 'aguant', 'tod', 'mierd', 'desd', 'estoy', 'cuarenten', 'aguant']"
59386,59386,59386,"[,]",2020-05-10 20:23:58+00:00,No hubiera sido Domingo de Cuarentena sino hubiera visto una película de Julia Roberts.,hubiera sido Domingo Cuarentena sino hubiera visto cula Julia Roberts,"['hubiera', 'sido', 'domingo', 'cuarentena', 'sino', 'hubiera', 'visto', 'cula', 'julia', 'roberts']","['hub', 'sid', 'doming', 'cuarenten', 'sin', 'hub', 'vist', 'cul', 'juli', 'roberts']"
59401,59401,59401,"[,]",2020-05-10 20:24:51+00:00,me estoy cuidando del virus y de los envidiosos🤪🖕,estoy cuidando virus envidiosos,"['estoy', 'cuidando', 'virus', 'envidiosos']","['estoy', 'cuid', 'virus', 'envidi']"
59424,59424,59424,"[,]",2020-05-10 20:26:20+00:00,@GauchoPower4 y la cuarentena?,cuarentena,['cuarentena'],['cuarenten']
59428,59428,59428,"[,]",2020-05-10 20:26:30+00:00,"Les likeo fotos de insta a los segundos de que la suben Perdón, estoy en cuarentena",likeo fotos insta segundos suben Perd estoy cuarentena,"['likeo', 'fotos', 'insta', 'segundos', 'suben', 'perd', 'estoy', 'cuarentena']","['like', 'fot', 'insta', 'segund', 'sub', 'perd', 'estoy', 'cuarenten']"
59432,59432,59432,"[,]",2020-05-10 20:26:53+00:00,"En esta cuarentena uso la vajilla de porcelana con todos sus utensillos para tomar el té, para que dejar para “después”? 🤦🏻‍♀️😂",esta cuarentena vajilla porcelana todos utensillos para tomar para dejar para despu,"['esta', 'cuarentena', 'vajilla', 'porcelana', 'todos', 'utensillos', 'para', 'tomar', 'para', 'dejar', 'para', 'despu']","['esta', 'cuarenten', 'vajill', 'porcelan', 'tod', 'utensill', 'par', 'tom', 'par', 'dej', 'par', 'despu']"
59511,59511,59511,"[,]",2020-05-10 20:30:42+00:00,"@AndresAngelone Carolina, una vida llena de gente y de cuarentena. 😂😂😂",Carolina vida llena gente cuarentena,"['carolina', 'vida', 'llena', 'gente', 'cuarentena']","['carolin', 'vid', 'llen', 'gent', 'cuarenten']"
